N,P,K,temperature,humidity,ph,rainfall,label
26.0,64.0,22.0,25.95058595,40.58227261,5.16516459,109.1821183,4.0
23.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,4.0
20.0,67.0,19.0,19.24462755,50.54495302,5.671419084,180.6465282,4.0
17.0,64.0,18.0,36.75087487,58.25799145,6.07938452,124.6028153,4.0
35.0,71.0,17.0,29.89286629,66.35375127,6.931924962999999,198.1403003,4.0
11.0,72.0,22.0,29.37735586,44.82294584,6.842744374,172.40168,4.0
20.0,60.0,22.0,29.65052947,42.89833235,6.876572502999999,186.9226052,4.0
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,173.11069819999997,4.0
33.0,61.0,24.0,20.04611791,48.93905624,4.567446499,122.4564203,4.0
3.0,49.0,18.0,27.91095209,64.70930606,3.692863601,32.67891866,5.0
36.0,58.0,25.0,28.66024187,59.3189118,8.399135957999999,36.92629678,5.0
29.0,54.0,16.0,27.78031515,54.65030015,8.153022903,32.05025323,5.0
32.0,43.0,22.0,31.99928579,54.1077461,5.270749441,71.6266696,5.0
14.0,55.0,15.0,27.33580911,55.27755933,8.050304395,73.44775287,5.0
5.0,35.0,20.0,28.92952635,53.57014709,9.679240873,66.35634104,5.0
11.0,53.0,24.0,28.52396666,55.77264351,7.39389918,61.32935611,5.0
40.0,49.0,17.0,31.02215872,45.89239456,6.68727523,53.56783314,5.0
38.0,56.0,25.0,25.74095321,45.38497051,7.88118645,67.43488235,5.0
27.0,43.0,23.0,31.70447482,56.85420099,5.875333778,44.94317432,5.0
24.0,38.0,22.0,24.47876451,58.51663927,8.202706015,34.96933295,5.0
23.0,45.0,21.0,31.46511256,51.79939437,8.985348193,74.44330654,5.0
29.0,57.0,20.0,25.60973447,50.7330069,5.87707519,53.39249517,5.0
31.0,35.0,23.0,30.30260453,47.18283631,7.707595055,68.04039813,5.0
11.0,44.0,17.0,26.34043268,55.59160391,8.016210782,35.1051197,5.0
22.0,49.0,22.0,28.23494706,61.5620517,3.71105919,72.66666443,5.0
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,48.25207759,5.0
28.0,48.0,15.0,25.16125354,55.25435777,9.254089438,40.89732789,5.0
26.0,50.0,19.0,27.3179125,51.66921088,6.005242945,32.55919573,5.0
36.0,56.0,20.0,25.4123765,49.66474269,7.437078236,31.87416982,5.0
22.0,43.0,24.0,25.42517036,53.22082660000001,4.52363558,46.19374559,5.0
36.0,43.0,24.0,27.09400578,43.65305437,3.510404312,41.53749535,5.0
22.0,44.0,24.0,24.30935081,56.32938343,6.030447288,58.99536268,5.0
17.0,43.0,22.0,30.06142622,45.90067655,5.498340807999999,41.0550915,5.0
8.0,45.0,15.0,28.09568993,60.98353839999999,4.61136408,33.84110759,5.0
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232000001,55.50429227,5.0
36.0,57.0,16.0,28.61409059,57.14218792,8.292875733999999,57.02891698,5.0
11.0,45.0,19.0,28.70012137,44.359648,3.828031463,44.11622138,5.0
6.0,36.0,22.0,24.21610338,59.79236306,8.869532817,42.24783476,5.0
17.0,57.0,20.0,28.50677929,45.20094476,3.793575185,66.1761456,5.0
4.0,47.0,20.0,25.97948991,64.95585424,4.193189124,72.19245835,5.0
9.0,49.0,16.0,30.88482722,41.36561835,7.661537347999999,55.053805,5.0
36.0,44.0,21.0,25.12528913,51.33189406,4.516154055,38.48678973,5.0
21.0,38.0,20.0,27.10508014,63.56791363,5.794289715,62.20279647,5.0
37.0,57.0,20.0,31.1006247,44.82069159,7.354286985,70.79934452,5.0
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,5.0
29.0,44.0,20.0,30.04132304,63.56222995,8.620107545,31.83192392,5.0
25.0,51.0,18.0,27.77799528,54.82130787,9.45949344,50.28438729,5.0
23.0,35.0,18.0,26.4908332,47.36534833,5.414492777,36.99362831,5.0
3.0,58.0,21.0,25.36140526,46.82652785,9.160691747,55.60523179,5.0
22.0,42.0,22.0,25.54249137,56.96640758,7.887658711,48.46797044,5.0
39.0,36.0,22.0,29.34317422,60.50320928,9.072011412,34.03335472,5.0
32.0,41.0,16.0,28.63618921,61.39451307,7.702287236,68.54877876,5.0
30.0,41.0,15.0,24.83206631,44.17085032,5.88509677,52.0810886,5.0
19.0,36.0,22.0,25.44689075,58.55363573,6.16496284,57.04826619,5.0
4.0,46.0,15.0,31.01274943,62.40392519,3.504752314,63.77192383,5.0
35.0,57.0,25.0,27.0956288,42.26206161,8.340398059,71.12710390000002,5.0
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,5.0
17.0,56.0,17.0,27.94293692,45.41393636,5.9565851,69.66289997,5.0
28.0,57.0,17.0,30.47757686,61.58245338,9.416003106,61.86633917,5.0
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,5.0
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,5.0
38.0,38.0,18.0,26.31051759,61.18749126,6.294130312999999,35.73403813,5.0
25.0,35.0,20.0,28.90245417,43.35365671,8.923095695,71.90018566,5.0
40.0,45.0,20.0,29.37687468,57.69622912,6.878498176,38.34303462,5.0
23.0,58.0,19.0,24.17093241,58.25204566,5.243634848999999,59.18953429,5.0
3.0,56.0,17.0,28.19912143,53.50567601,8.709291687999999,52.13580529,5.0
26.0,51.0,25.0,28.76488954,52.62741529,7.792508067999999,55.21606732,5.0
27.0,59.0,20.0,28.00937423,52.60950014,4.397698806,36.01203025,5.0
7.0,40.0,17.0,31.2123945,40.92604945,8.532078732999999,53.78769958,5.0
26.0,52.0,23.0,29.98835437,49.60384796,4.931890506,52.92929636,5.0
34.0,54.0,24.0,31.2119298,41.55934359,5.026003659,68.80141783,5.0
19.0,51.0,25.0,26.80474415,48.23991436,3.5253661,43.87801983,5.0
35.0,55.0,22.0,30.88883074,52.62696801,8.634929739,55.51932414,5.0
40.0,45.0,18.0,30.43683729,55.20522037,5.261285926,30.92014047,5.0
35.0,38.0,19.0,25.32688786,63.18180319,9.112771682,32.71129281,5.0
40.0,55.0,18.0,30.38257873,40.5926071,7.115994051,47.95406479,5.0
18.0,36.0,23.0,24.01825377,53.76623369,7.214078621,35.03404425,5.0
4.0,59.0,22.0,29.33743412,49.00323081,8.914074888,42.44054315,5.0
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,5.0
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,5.0
2.0,51.0,17.0,25.87682261,45.96341933,5.838508699,38.53254678,5.0
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,6.0
8.0,54.0,20.0,28.3340432,80.77275974,7.034214276,38.7976407,6.0
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,6.0
31.0,51.0,25.0,27.53592929,85.57019009999998,7.196774236,53.01899249,6.0
0.0,49.0,18.0,29.68361658,87.93598094,6.990095452,41.82490236,6.0
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,6.0
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,6.0
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,6.0
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,6.0
19.0,53.0,22.0,27.8640132,80.4513142,6.852884642999999,42.83053902,6.0
31.0,58.0,15.0,27.11026483,84.96771717,7.121571293,51.52617423,6.0
31.0,53.0,16.0,28.7420098,85.81675947,6.452006451,48.54598575,6.0
28.0,45.0,23.0,29.65021184,80.29868321,6.489259136,56.76278363,6.0
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,6.0
34.0,45.0,21.0,28.18837136,82.60629652,6.2873801170000005,37.01110438,6.0
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,6.0
33.0,57.0,17.0,27.89636126,88.71782287,6.78415271,57.79863368,6.0
32.0,57.0,22.0,28.6899851,87.50436797,6.769415887999999,44.56598352,6.0
23.0,59.0,25.0,27.826262300000003,88.73100226,6.320768488,56.68833819,6.0
35.0,41.0,18.0,28.70562673,81.59200689,6.705008503999999,59.87065439,6.0
6.0,48.0,24.0,28.6362812,84.61431076,6.790736339,48.48319335,6.0
29.0,36.0,25.0,28.28511547,88.4393979,7.130278657000001,48.56690235,6.0
4.0,36.0,22.0,27.60887393,86.13316408,7.012740397000001,43.80041104,6.0
10.0,59.0,22.0,28.60901145,86.99495766,7.1556850160000005,36.94616965,6.0
36.0,43.0,22.0,27.82684262,87.16679147,6.3898821660000005,58.37249772,6.0
14.0,57.0,15.0,29.8757015,83.14796296,6.623438282,40.12044158,6.0
11.0,60.0,23.0,27.33684386,88.50229102,7.033012777000001,51.09802625,6.0
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,6.0
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,6.0
2.0,39.0,15.0,28.07219563,82.9116472,6.478557136,49.61865305,6.0
27.0,40.0,24.0,27.84026517,89.99615558,7.063022095,52.84626009,6.0
35.0,48.0,15.0,27.10818093,87.45126690000002,6.981758362000001,55.03723979,6.0
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,6.0
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,6.0
11.0,46.0,24.0,27.65280218,89.80650642,6.459252023,56.52558045,6.0
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,6.0
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,6.0
25.0,40.0,21.0,27.73329078,81.13903037,6.248900919,44.17580911,6.0
2.0,38.0,18.0,27.53632932,89.92908171,6.619891497999999,45.48591922,6.0
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542000001,56.09542002,6.0
37.0,49.0,25.0,29.914544300000006,85.85384444,6.415459592,41.39081525,6.0
36.0,38.0,15.0,28.36363858,87.59810657,6.3206620120000006,57.99524359,6.0
40.0,58.0,15.0,29.46416042,87.60890009,6.978400282000001,43.15411472,6.0
30.0,44.0,16.0,29.73013036,82.89166381,6.442335592999999,50.91511275,6.0
9.0,48.0,22.0,27.77076285,87.09979549,6.402926221,49.50812624,6.0
31.0,48.0,17.0,28.88078945,86.94206817,6.594739424,53.79732545,6.0
4.0,41.0,20.0,28.14720892,83.8001509,6.647965508,37.44800463,6.0
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,6.0
37.0,50.0,23.0,29.65296893,88.48587386,6.5304707,56.01913159,6.0
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,6.0
14.0,37.0,15.0,27.96235681,83.97586797,6.581351374,48.9366954,6.0
5.0,45.0,21.0,28.36291385,88.00989267,6.487124217000001,43.05130077,6.0
40.0,51.0,17.0,28.66086349,86.12194568,6.860602782000001,50.01534317,6.0
27.0,56.0,20.0,29.2114218,87.11497805,6.41874299,51.53848218,6.0
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,6.0
38.0,36.0,21.0,28.02952623,84.8845732,6.5563729660000005,36.12042927,6.0
6.0,37.0,17.0,28.08657178,80.35005927,6.760694227999999,38.14476781,6.0
24.0,44.0,17.0,29.8596912,80.03499648,6.666380512000001,50.66487502,6.0
25.0,59.0,19.0,29.06631494,83.6869203,6.626629798,43.95183726,6.0
32.0,56.0,21.0,27.38538997,88.66663953,6.702772465,58.29933073,6.0
8.0,45.0,18.0,27.93034941,85.42058715,7.011030515,43.25095608,6.0
39.0,37.0,15.0,28.9973145,83.78911515,6.821747052,59.84499208,6.0
33.0,37.0,19.0,27.92678579,86.5543196,7.183189922,43.4826194,6.0
26.0,54.0,17.0,28.5474135,88.9570454,6.27258822,49.4897245,6.0
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,48.30159325,6.0
22.0,54.0,20.0,28.56149805,83.63802195,6.689825155,41.013132,6.0
4.0,40.0,21.0,28.79728147,80.45744422,6.725551062,44.30070517,6.0
4.0,44.0,19.0,27.95639663,83.52706038,6.921993877999999,43.25726752,6.0
25.0,48.0,21.0,28.438097,83.48991368,6.267684328,52.55469976,6.0
56.0,79.0,15.0,29.48439992,63.19915325,7.454532137,71.89090748,7.0
25.0,62.0,21.0,26.73433965,68.13999721,7.040056094,67.15096376,7.0
42.0,73.0,25.0,34.03679184,67.21113844,6.501869314,73.23573601,7.0
50.0,55.0,16.0,28.81460716,65.33538112,7.581442888,62.26242533,7.0
30.0,64.0,20.0,33.8642935,61.57072498,6.573531614,68.02199825,7.0
27.0,64.0,21.0,32.84213012,68.68401492,7.543804222999999,73.67166182,7.0
55.0,66.0,22.0,30.91219459,68.79427388,7.747775262999999,66.63830637,7.0
51.0,56.0,18.0,28.12787838,64.2097765,6.706505915,70.86340755,7.0
36.0,66.0,15.0,30.08545364,69.34811988,6.668238556,67.1367443,7.0
59.0,55.0,19.0,31.74379487,62.51007687,7.332375138,68.97097538,7.0
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,7.0
20.0,62.0,18.0,29.36358721,64.98742947,7.366542647,61.91208707,7.0
58.0,71.0,15.0,27.82592799,67.58618829999999,6.919243702,74.01229707,7.0
25.0,71.0,24.0,28.49538735,60.44848407,7.187721817999999,74.91559514,7.0
52.0,71.0,16.0,27.74274761,68.53997144,7.0758864720000005,71.78615328,7.0
40.0,63.0,18.0,30.41588462,67.66323804,6.74441168,63.02473185,7.0
20.0,60.0,25.0,27.3254209,69.09047809,6.726469087999999,61.19250859,7.0
48.0,61.0,21.0,30.28496619,61.69295127,6.628264883,65.62859526,7.0
21.0,63.0,22.0,25.09737391,67.72837887,6.859409487000001,74.61649888,7.0
41.0,78.0,21.0,25.19857725,60.37332688,6.581313137,70.88787207,7.0
39.0,60.0,21.0,34.89814946,63.59948557,6.97297656,64.72797143,7.0
21.0,78.0,19.0,27.16159076,66.76017239,6.92009048,69.85112265,7.0
56.0,75.0,15.0,30.20157245,60.06534859,7.152272256,66.37171179,7.0
24.0,80.0,19.0,29.67892453,69.0854554,6.8080417220000005,65.66436565,7.0
28.0,68.0,19.0,34.63880966,61.38597868,7.69950698,72.43169115,7.0
50.0,64.0,25.0,28.84079155,63.37230676,6.734447425,70.25496749,7.0
34.0,80.0,19.0,31.49338309,63.0563645,6.521217963,71.48327008,7.0
55.0,67.0,16.0,34.37329112,69.69366426,6.596719015,70.27184748,7.0
23.0,70.0,15.0,34.600824700000004,63.11296779,7.403623355,60.41790253,7.0
53.0,74.0,15.0,29.43463808,64.94329356,7.517097,72.17818157,7.0
26.0,67.0,16.0,29.10713092,67.90577375,7.17620823,67.83345933,7.0
33.0,80.0,22.0,28.57006111,65.71765781,6.593961761,70.0866434,7.0
22.0,55.0,20.0,33.95309131,69.96100028,7.423530351,61.16350463,7.0
34.0,60.0,16.0,31.35730791,64.24992106,7.322555222999999,63.85668948,7.0
25.0,68.0,19.0,29.39982732,64.25510719,7.1084501210000015,67.47677295,7.0
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,7.0
52.0,58.0,16.0,30.64095781,61.14508627,7.167435834,71.36947525,7.0
34.0,66.0,19.0,32.97030511,60.18122078,7.586642101,73.44678678,7.0
52.0,70.0,16.0,33.66855394,66.60416867,7.534811832999999,67.32520551,7.0
42.0,58.0,25.0,27.45853567,62.90020977,6.513620917999999,69.46020927,7.0
37.0,62.0,17.0,25.68576704,69.84354028,7.121254928,74.62068748,7.0
44.0,75.0,22.0,30.0328403,64.14800537,7.574561547,71.21006868,7.0
43.0,61.0,20.0,26.87187036,61.61367264,6.804253866,63.51822045,7.0
55.0,60.0,15.0,32.79766751,68.77994074,7.163043872,64.11411069,7.0
44.0,63.0,15.0,26.42333018,64.51136845,7.338929556,63.46546487,7.0
29.0,67.0,21.0,29.79181107,63.38789228,6.621323612,63.02169909,7.0
47.0,63.0,16.0,27.44003279,67.10464369,6.661870999,72.50669768,7.0
40.0,68.0,17.0,34.1262979,65.14877461,7.733149554,70.40795007,7.0
58.0,61.0,15.0,30.94908189,64.23364112,7.402891666,62.78730907,7.0
58.0,79.0,17.0,27.24766491,66.10123083,7.04174124,62.31842057,7.0
27.0,62.0,24.0,28.63005477,66.770943,7.353876754,62.2737345,7.0
27.0,60.0,17.0,26.41768321,63.64698302,7.026795358999999,64.42177127,7.0
52.0,65.0,20.0,32.81705216,66.15665137,6.814301033,68.83924882,7.0
44.0,55.0,25.0,29.6321052,65.91359954,7.42160832,71.16331975,7.0
60.0,59.0,22.0,31.86847286,66.74217464,7.191522601,74.22238583,7.0
33.0,77.0,21.0,30.32992227,65.62971858,7.01285529,71.64631281,7.0
59.0,58.0,17.0,28.546224,66.31394098,7.368318809,62.83469851,7.0
29.0,63.0,17.0,30.02629908,67.88811637,7.26154329,66.47264636,7.0
29.0,70.0,15.0,30.33499674,63.54718862,6.872594461,74.16699119,7.0
58.0,73.0,16.0,33.36984395,65.67718163,6.874142175,64.89517488,7.0
55.0,77.0,22.0,31.4345059,62.99303471,7.76061831,64.77651469,7.0
42.0,79.0,23.0,27.71678273,63.29103387,6.781841984,68.56507978,7.0
44.0,77.0,21.0,32.63918668,61.3009051,7.326980454,61.83876146,7.0
32.0,76.0,15.0,28.05153602,63.49802189,7.604110177000001,43.35795377,8.0
13.0,61.0,22.0,19.44084326,63.27771461,7.728832424,46.83130119,8.0
38.0,60.0,20.0,29.84823072,60.63872613,7.491217102,46.80452595,8.0
29.0,71.0,18.0,22.17499963,62.13873825,6.410441476,53.46622584,8.0
2.0,72.0,18.0,26.57597546,60.97876599,7.836719564,50.89110726,8.0
6.0,59.0,21.0,26.58972517,66.14007674,6.139215944,50.90994463,8.0
13.0,64.0,20.0,19.1345771,62.57526895,6.590571088,36.46946971,8.0
6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,8.0
2.0,75.0,22.0,23.89271875,61.78779413,6.658605362,52.55730112,8.0
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,8.0
27.0,80.0,24.0,28.42062847,61.77336343,7.815210661,49.02366803,8.0
39.0,78.0,15.0,21.35499456,62.60136323,5.925391795,41.78219834,8.0
40.0,79.0,17.0,21.12695586,63.18738532,6.403683619,38.71834464,8.0
37.0,62.0,22.0,24.02037872,61.62313345,7.397546271,49.78102578,8.0
22.0,67.0,22.0,29.03017561,64.49166566,7.475926645,54.93937710000001,8.0
3.0,78.0,18.0,20.21368219,68.65257685,6.887130053,50.89732989,8.0
4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,44.93261911,8.0
13.0,61.0,24.0,18.29783597,69.6897615,7.629910252999999,49.39111479,8.0
9.0,60.0,21.0,29.94413861,67.31323084,7.52178027,40.37113729,8.0
18.0,66.0,22.0,25.87990287,67.55109024,6.347379185,47.89645224,8.0
32.0,56.0,18.0,20.0467711,65.84395319,7.135251532000001,46.05333124,8.0
6.0,72.0,15.0,22.99451999,66.70897237,7.670178119,54.49044154,8.0
15.0,77.0,20.0,25.13163619,66.92642362,7.399749291,49.04015558,8.0
0.0,65.0,24.0,28.49584395,62.44616219,7.841496029,53.14531023,8.0
30.0,79.0,22.0,18.28766124,69.48515056,6.254216611,48.60449438,8.0
3.0,63.0,16.0,24.38041875,61.18458224,6.868881707999999,53.13946695,8.0
39.0,65.0,23.0,25.43459777,69.12613376,7.685959305,41.02682925,8.0
19.0,72.0,15.0,28.83600962,69.76112921,6.890760124,44.08562546,8.0
18.0,57.0,21.0,27.37659643,63.93927841,6.155915975,49.47371773,8.0
31.0,58.0,15.0,28.31886863,60.19461399,6.167855382000001,45.36521251,8.0
5.0,65.0,19.0,18.28072173,68.10365387,6.978361689,48.80253285,8.0
16.0,65.0,19.0,27.61204997,69.29786244,7.043160241,42.72374404,8.0
14.0,69.0,19.0,20.95628486,63.68128841,7.239455147,52.39881209,8.0
22.0,55.0,16.0,23.7937153,68.03209183,6.516317561,49.73922097,8.0
24.0,61.0,17.0,22.6371424,65.44544859,6.233269045,38.30411077,8.0
26.0,63.0,17.0,29.87854588,65.73085206,6.950300686,44.95654782,8.0
27.0,61.0,15.0,25.2653291,67.10004577,6.958054839,48.33941188,8.0
24.0,70.0,16.0,25.17885316,68.93307305,6.54803469,35.03484812,8.0
13.0,74.0,25.0,24.12192608,61.09533545,6.461618577,44.23629285,8.0
6.0,64.0,23.0,23.33565221,67.40460704,7.065264073,36.18678721,8.0
12.0,58.0,23.0,21.74600081,63.39503184,6.765091462000001,50.43306085,8.0
6.0,68.0,18.0,24.388717,62.50453062,6.711341147000001,47.26052494,8.0
10.0,79.0,20.0,24.98287462,66.895409,6.379881442,38.21370568,8.0
17.0,74.0,17.0,26.03026959,69.55863145,7.393210848,37.11395801,8.0
23.0,75.0,17.0,24.87425505,64.00213929,7.198076286,48.28137482,8.0
32.0,78.0,22.0,23.97081395,62.35557553,7.007037515,53.40906048,8.0
19.0,79.0,19.0,20.06003985,67.76252583,6.677262562,42.89509057,8.0
22.0,60.0,18.0,19.59221047,61.28633405,6.74398035,41.7704893,8.0
1.0,67.0,21.0,27.52135365,60.53657684,6.551577598,48.06491307,8.0
36.0,67.0,20.0,20.39078312,60.47528931,6.924042372000001,53.31508572,8.0
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,8.0
12.0,71.0,19.0,24.91079638,60.71367427,7.142611056000002,42.19740397,8.0
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,8.0
16.0,65.0,16.0,18.13027797,62.45851612,6.078724107,50.6128521,8.0
14.0,59.0,22.0,23.82723528,67.89815262,6.76660668,46.90725077,8.0
33.0,59.0,19.0,23.19305333,62.74710773,7.641024177,49.55213308,8.0
0.0,69.0,21.0,25.86928193,61.88321072,7.072923306,36.68284038,8.0
0.0,74.0,17.0,23.33375853,64.50515776,7.240988401,47.01510708,8.0
7.0,63.0,24.0,19.55750776,64.45268309,6.818681086000002,53.04669416,8.0
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,8.0
14.0,74.0,15.0,27.99990346,65.57653373,6.493036868,49.94043064,8.0
14.0,76.0,20.0,29.05941162,62.10652364,7.042474679,36.5011366,8.0
36.0,65.0,16.0,25.71269843,64.1123333,7.692013657,50.17067771,8.0
28.0,67.0,21.0,21.79792649,63.73086065,6.250994222999999,46.62370222,8.0
28.0,79.0,16.0,24.70626432,60.26854183,6.0521848810000005,53.12442925,8.0
40.0,61.0,22.0,20.94981756,65.8108757,7.002216044,44.23913012,8.0
10.0,70.0,19.0,24.84918386,68.98088448,7.272427638,41.61080544,8.0
12.0,80.0,19.0,21.91041045,65.21662467,5.962001484,36.10211371,8.0
37.0,77.0,20.0,25.93381964,68.70533022,7.080506001,51.02372773,8.0
0.0,67.0,22.0,29.82112112,69.4073209,6.5937983870000005,51.56461082,8.0
26.0,56.0,22.0,23.05276444,60.424786,7.011121216,52.60285259,8.0
4.0,59.0,19.0,26.25070298,67.62779652,7.621494566,40.8106299,8.0
34.0,73.0,15.0,20.97195263,63.83179889,7.630424082999999,53.10207889,8.0
33.0,77.0,15.0,23.89736406,66.32102048,7.802212437,40.74536757,8.0
6.0,18.0,37.0,19.65690085,89.93701023,5.937649577999999,108.0458926,9.0
8.0,26.0,36.0,18.78359608,87.4024767,6.804781106,102.5184759,9.0
37.0,18.0,39.0,24.1469628,94.5110662,6.424670614,110.2316633,9.0
0.0,27.0,38.0,22.44581266,89.90147027,6.7380162210000005,109.3905998,9.0
31.0,25.0,38.0,24.96273236,92.40501423,6.4973666770000005,109.4169192,9.0
25.0,27.0,41.0,19.20090378,94.27659596,6.9235093710000015,108.0423555,9.0
15.0,11.0,38.0,23.12808226,92.68328358,6.630646082999999,109.3930157,9.0
16.0,10.0,41.0,24.77464458,85.63608688,6.738993954,105.7595811,9.0
36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,9.0
29.0,22.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,9.0
16.0,15.0,42.0,19.67832052,89.08935702,6.890784045,108.5468633,9.0
11.0,18.0,42.0,21.57936934,94.88267728,5.938528744,102.8593382,9.0
5.0,15.0,38.0,18.26233221,88.16779129,5.709380472,108.0756727,9.0
22.0,23.0,44.0,20.13037175,89.31505137,6.1438746910000015,107.3416913,9.0
9.0,16.0,39.0,18.41164435,91.11927248,6.101198974,105.1834976,9.0
12.0,29.0,40.0,19.68291173,89.75272999,6.594037135,111.2818551,9.0
0.0,17.0,42.0,23.20242586,91.19442671,6.8598408210000015,109.0946323,9.0
2.0,21.0,44.0,18.92157197,87.31290342,6.56893406,102.8013275,9.0
8.0,23.0,44.0,18.47412402,89.68919664,7.130837931,108.4758509,9.0
29.0,16.0,36.0,19.81069447,88.92944254,5.7403380020000006,102.860084,9.0
17.0,18.0,43.0,24.4880844,90.83687246,5.843005428,103.1969341,9.0
34.0,21.0,42.0,18.75927679,89.93457597,6.648687273999999,111.0196744,9.0
21.0,23.0,42.0,19.54128063,90.29751796,6.902751061,104.3739878,9.0
25.0,17.0,40.0,18.91251245,87.74938524,6.608023872,111.28005159999998,9.0
26.0,18.0,42.0,19.72620525,89.64934166,6.910374919,108.22872759999998,9.0
4.0,19.0,42.0,23.83185873,87.84034604,6.306605528,111.2232716,9.0
36.0,24.0,41.0,24.94467632,94.25702672,7.009180374,103.8799347,9.0
5.0,24.0,40.0,24.692258,93.87030088,6.297907578999999,104.6735454,9.0
38.0,21.0,35.0,20.33691147,89.38003827,5.841367187,110.9653137,9.0
37.0,11.0,36.0,24.24779615,85.56033312,6.710143266,106.9216033,9.0
9.0,25.0,41.0,24.81530144,91.90842992,5.972714857000001,109.2853418,9.0
5.0,21.0,38.0,22.43377991,90.3396556,6.107054807999999,112.459697,9.0
22.0,26.0,38.0,22.92052307,85.12912161,6.988035315,110.2437841,9.0
4.0,18.0,37.0,22.91843172,85.40695044,7.13147457,106.2817706,9.0
21.0,6.0,41.0,24.88244467,89.39686219,7.086947687,107.1951707,9.0
29.0,21.0,45.0,23.40981539,93.13277,6.749260456,105.2240743,9.0
23.0,5.0,44.0,21.20725375,94.26304717,7.16300467,107.5660804,9.0
5.0,13.0,37.0,22.34375696,89.7870345,5.648243648999999,103.3183074,9.0
27.0,24.0,41.0,24.32770134,90.88292835,6.610251186,110.4606459,9.0
4.0,19.0,43.0,18.07132963,93.14554876,5.7794274020000005,106.3602023,9.0
3.0,9.0,45.0,23.89162561,89.61850203,6.535244251,104.617522,9.0
1.0,27.0,36.0,23.98598756,93.34236582,5.684995235,104.991282,9.0
13.0,30.0,37.0,20.86474944,91.61793636,6.277148771,106.8685636,9.0
40.0,29.0,42.0,24.63228709,89.01574455,7.104094929,110.6956184,9.0
14.0,25.0,40.0,20.07386547,90.97819712,6.407872061,103.7084055,9.0
38.0,14.0,37.0,21.80523051,94.63612858,6.658402594,102.6488846,9.0
32.0,14.0,37.0,22.73031253,88.48567856,6.825256236,104.6843243,9.0
18.0,21.0,35.0,23.2801227,94.94330457,6.368560522,111.1382096,9.0
15.0,6.0,41.0,19.0087067,88.83768149,6.8973684770000006,108.6793978,9.0
31.0,11.0,45.0,24.83954414,86.88738076,6.034612928,107.6435771,9.0
39.0,17.0,45.0,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,9.0
10.0,5.0,42.0,20.24104904,91.08706822,6.887005997,109.2537734,9.0
8.0,28.0,38.0,23.22594,94.42971362,6.8444019,105.6917856,9.0
20.0,27.0,41.0,20.51343484,92.51675903,5.700088663,110.5764023,9.0
3.0,26.0,39.0,24.38318965,91.19431555,7.079973241,103.6012114,9.0
30.0,20.0,38.0,22.59890174,93.16343942,7.058222596,110.0932899,9.0
32.0,25.0,35.0,18.09903225,85.70786282,5.892913826,107.0050976,9.0
